"x","y"
241981.15451896,266293.43702535
239327.11149957,265229.72079358
165480.98807497,264340.04158906
249235.40020779,263905.01078078
269229.17218296,261615.34742546
233376.63721221,257681.20585694
263891.67888448,257485.01526089
213344.69528992,256195.80351273
213389.47775823,256181.75573301
262576.6529212,254615.64352144
322104.25033816,253354.76181892
248762.34822661,252985.99728239
238526.04994883,252857.24509634
219686.88806043,244893.62878073
253393.07679769,243498.22566939
195429.0580407,240094.28116755
127106.73790617,237849.70121325
217512.19163689,236345.48946561
179671.6877208,231550.19701709
170221.41162345,227541.61957772
201522.66124398,225386.11093754
176309.57572875,224936.08214064
185466.43896937,223119.47628232
193784.93639547,221784.49503022
182629.75022619,220408.89187175
153359.05844567,219696.58340315
151023.3025434,218590.58770059
175932.21249098,217566.25111587
240466.402108748,216362.651322129
151213.60870048,270689.91800319
215487.068853836,269859.346852038
214359.697481214,269327.303298534
181792.27321276,266729.38866835
238280.714673146,265655.00536599
128921.80236249,264797.8266637
228764.02925915,258851.86972491
121458.60899892,251886.59499825
216442.27001159,249395.46976149
214875.50084407,245696.27381816
241749.26577602,244287.17348077
196925.7881042,236443.25345006
217384.9431035,234303.47676062
140090.57566496,226128.07365207
177741.65453645,222145.22060442
175868.26415532,218444.63632769
129749.94438475,271712.35686431
224487.34873422,263078.68949433
175458.67077468,222871.88391626
124665.41804358,222361.73659207
238929.07043497,267455.64354846
236919.60845707,264896.71325636
139548.0755792,254584.78119552
241756.27411921,243474.06902786
256596.72716614,237890.72589745
211924.5385648,270861.09852281
213416.72908704,270185.82936633
127487.94501131,267950.53327024
209265.30954046,267752.04890654
137472.21970975,267541.37048751
243482.9695832,267407.00241702
239463.9029563,264743.09877569
239382.56345222,260897.03694136
232832.90620019,259959.08691093
271991.19040639,258425.04621258
198130.43909163,258276.83958655
210706.64503169,256706.23768594
233454.23223031,241670.57298316
206595.18871942,238333.63002467
229998.69651162,237028.59172304
195939.50969889,233482.12658109
230786.64170772,232950.05172387
123422.15243052,229722.34482105
208968.13511198,227947.07766775
161966.29665759,220540.88733249
212314.4520401,216779.20708071
130601.20570922,275139.42767301
195443.10037501,268898.01483905
198945.69561579,266503.72640918
194027.70820087,265822.20225287
239865.75903222,263402.27206576
243928.85134616,262564.78812383
249566.65700306,261850.3977986
260860.63656485,260631.00776414
238565.17155223,260312.8861229
120901.71661105,259607.6238364
246251.25875864,258273.79117483
263996.93207874,257545.02309364
114709.57219151,253019.39593945
254482.02661761,251236.17047469
124730.33880374,250894.6747913
217824.30068629,249928.03263062
247892.09330222,247294.3478343
230651.28875514,242626.68896565
227634.16678908,239707.01269308
195921.87039853,235208.61251923
132790.80834732,230532.51915965
266533.07755416,229558.41470541
143429.87177131,227733.58029933
120421.02141222,227664.98587961
135192.19093005,227597.55473422
203723.85570709,226168.93967706
252768.48513875,219348.35557233
137150.68199454,272740.91454027
129636.18432359,271914.8425436
129336.53239335,269265.47764513
239906.62360688,268076.13595626
124429.65161589,268069.78714484
137577.3963841,267340.72141669
173346.08257099,266146.81903417
235030.98714601,263456.66236235
237987.60616351,262267.11599124
240998.9684952,261624.34440702
247911.30807563,260643.87547198
275823.49865508,260068.87241228
235544.27836706,257888.59152405
116131.02842811,257837.58134098
233831.85631794,254674.18295309
119857.82589288,252813.67660301
152652.11727492,251470.80734731
248467.049531322,243512.362754288
275215.985568,239935.74509616
198927.68868913,237936.88222995
125395.1736008,237236.98176245
135103.70566788001,235165.73889259
234140.89159656,233028.83530534
119974.74659094,227740.50393207
141167.88673506,227273.35970399
168195,225928
234488.15456179,216018.66608155
161568.078751987,269772.271122566
128178.7160256,266807.01681784
235517.44426065,263424.72502599
235275.5741438,263419.37890953
248727.00251002,261908.73655643
242641.97891045,261156.24055477
222214.16182913,261028.84289047
263489.94410364,260113.7203721
244594.19735169,259055.01711244
231271.90281154,253987.79374127
232516.51358141,253388.48892718
229910.06215817,252767.86213003
203038.93496728,245617.42944295
243827.23663019,244303.32937699
239714.11246669,242542.51644247
192307.81003692,231877.80143491
167583.38761722,225225.36478571
224323.16510505,223441.41833928
215852.62364415,221689.27718342
228005.90637768,213632.73672514
155809.22984144,269220.99188595
235432.612570254,263579.214628479
118570.9736342,260296.90819491
123279.06375377,254748.62091993
238456.8215827,252092.9421033
240049.82419133,246827.91018135
179846.70921696,246799.1961054
237927.29821182,245702.47252721
169959.73404467,244176.59693247
242317.55579554001,242661.35127568
263947.77685531,237181.04557313
263863.52612106,235381.23144044
146278.56115001,229280.76293006
228488.72060965,214009.13875365
127307.83861154,267213.59069071
248802.5526525,261569.40790536
221675.35891465,257364.12804002
148648.73415947,245869.11020619
278445.6378,245284.5599
210839.38129809,271550.08120861
233349.70586447,269986.6438525
156094.3346367,270673.78634973
214288.38909865,270585.14880011
236694.93724623,268845.76386771
139030.27189553,268029.28746409
176878.93662598,266445.04004058
240507.7398999,266249.42947819
258775.04072072,265775.5575353
240243.61587778,262489.04896899
238884.54934229,261201.8359709
285735.54222578,259894.68336018
113128.3143464,258677.9846821
225850.28393169,258358.35904098
196356.47840397,258158.27713935
116753.22714987,257432.87196785
212502.22595209,256357.34409628
249912.92585985,255765.79016239
218211.50804196,250151.29309854
136224.36934706,241869.8434505
305018.7556051,235135.68794595
255174.05023625,229488.45524771
146360.47532356,226390.38842175
212367.8374638,216915.04761861
240466.402108748,216362.651322129
222180.26504955,216241.53396931
119627.70229784,215966.88577902
135183.19236382,274250.18528108
139870.84222244,273839.02947711
159562.48226889,270522.6046273
233595.92617647,270066.40300138
123958.56630789,269704.01607334
237051.89823493,268953.45343397
169676.36660368,268874.45109611
238856,268854
221763.97566853,268004.90570154
173868.3886155,266480.60651537
235301.31491716,263768.55178423
234516.57571978,263340.23894558
238376.87101663,263005.42997198
232657.235482628,261726.353964847
235222.97351644,260513.34009323
225025.76670071,258329.59833662
130523.53673273,254709.81385079
214109.57608419,245994.28883557
228098.76293041,236470.22444027
217564.10894363,233647.20382695
217567.73655333,232630.6809189
217069.51639007,231833.73072934
187463.60989173,224670.67579064
192415.15079327,224041.77810163
195894.13591634,220856.89231771
127776.3963054,274271.00202272
161861.79540301,272441.3977469
177531.78623363,271789.16807802
188279.31426245,269416.62808509
237489.55993492,269326.4519379
155517.86835568,269152.21563985
148867.33968149,268026.79693421
239226.54048257,267350.40903452
124375.2328506,265728.70207248
248076.38889435,264840.24534405
232657.235482628,261726.353964847
233814.19596672,261465.4329194
266962.82394347,260809.86548722
222983.04723765,259578.07502539
231809.82770288,256853.19120021
239821.87512881,256841.46965685
238613.91550099,255962.81469685
123540.48377803,255862.73357431
116372.48151443,253684.60861423
219948.18000278,252056.97689155
238548.40770793,251801.00250668
214938.72508673,239345.90543196
262140.5558228,237607.50444073
264160.42594088,235778.12939988
261320.99867134,234442.84109633
162881.5729695,227487.76423187
167598.31780393,224371.8704166
185458.67266129,223554.68549087
121530.767157807,221876.253320943
216842.80007738,217706.87271755
249608.41858866,246424.67471302
265546.44521817,235177.06181619
237259.74916749,268738.50696191
217929.23257634,262606.80256508
248802.5526525,261569.40790536
153849.19802317,256181.29357
318461.82615205,253301.27623026
177320.21245717,250803.89268609
229748.69131396,240466.61508203
123414.78479204,229768.66567918
117837.38634962,216939.39424012
216271.06988167,270281.39370557
188279.31426245,269416.62808509
148581.56925725,269261.11132633
239558.31121047,268613.05686002
169014.59773758,268173.93312445
187036.54552758,266684.99333456
227386.39447405,265891.03916208
187158.10337634,264290.75043673
233716.98194581,261302.7605874
227979.8674021,257480.61822442
140421.50196887,254946.23106485
116966.18013692,254684.41709202
235196.97310646,251905.59186086
240504.08620479,244978.78267741
240953.56469016,242336.64382747
266008.91661403,232659.28386359
122299,229173
129312.97451857,223430.85245821
123950.98757353,221278.17143282
178406.66862763,219832.72223051
188279.31426245,269416.62808509
233459.84358618,261251.50483166
248575.20014733,260862.35618109
250365.02017999,260686.02017999
229258.84568568,259299.00501186
225087.31324167,258620.59100081
235138.6865809,251893.40565626
255978.24911964,244193.20633748
306229.31137451,235326.99364387
264384.61759459,233801.34706105
213965.8374851,227524.34713474
192110.67967025,223058.79363795
183422.89839413,218837.45449501
239683.09695225,215334.01681278
214502.10982189,269837.60571927
184658.403714932,265170.005445864
236348.590168999,264463.181103607
135134.54545752,258025.353212
249096.89019458,256739.50158408
226985.67536836,256405.73973503
237876.63619581,255246.37148095
245571.63269005,253587.02513691
252189.93790902,251905.31500361
254358.68329122,250944.27272335
231834.07302506,246971.88988745
242115.02017999,244452.02017999
265005.59267045,240905.97020873
267741.09491161,235046.53815398
121941.798744416,228788.265151061
191794.59565673,225247.44955145
193912.35354171,222061.7558813
176873.33675071,218222.62177897
214093.36998259,215425.26648064
142598.94642344,272231.85526298
134973.54896535,272057.76677577
164020.63759281,271496.95588543
133290.09736762,271303.2400481
233918.85466458,270132.85724512
236886.4684781,269071.43278059
195547.646144349,267919.302591132
233231.75166021,267346.64948266
243191.42687616,267121.18718327
234585.25682219,263187.85124504
248670.5050234,262053.4886511
250365.02017999,260686.02017999
123349.06284483,258495.90157631
319875.30783034,253605.83273305
260778.580233968,252377.319326823
233590.56807617,246258.0285044
202879.76029604,245544.54758662
167511.32667309,244661.3086081
217809.80220382,231640.75015239
194167.16181899,231032.2352409
217244.38031987,228235.48140196
155275.69280439,221821.71373554
151020.1748633,219163.31973122
176919.04641228,218366.67940381
125937.02203015,269872.35267285
150956.43649937,268996.64546637
136084.4249207,268806.60468306
238028.56919576,268595.49266273
245794.529675505,267130.989915134
235454.48725696,264357.58706074
245737.57378031,262169.03274032
243249.99920613001,256753.27748019
320975.21782833,253661.148466947
221600.85374668,248049.50820696
245870.11038105,245896.43794995
180473.72317878,242256.80114312
259831.06852632,237975.33116519
230347.22293046,231317.29694876
224160.8761354,229670.26817886
137607.39326773,229136.90687189
267782.45346107,228570.44654014
119871.491561,223208.08929075
160765.85816139,218772.70520512
180399.10072344,267853.63022296
194353.91290934,265100.47230625
237872.20648402,258912.25040129
139387.08717401,272336.01162616
139909.69051737,269811.37394208
249976.73604453,264779.89830786
231809.82770288,256853.19120021
153562.63453522,253556.27363367
320156.085125045,253308.819324181
126119.76419124,269482.46872402
204659.0577123,268330.310024
239539.22673262,265581.4815026
229167.992746455,262882.395260274
237690.192103354,262369.896999861
233954.02017999,258084.02017999
233954.02017999,258084.02017999
281080.67401459,255890.28898127
254293.2613,243503.1843
235267.25678998,239954.75227924
241170.13120338,238889.69833634
124935.50641866,221951.92542529
122834.92030187,221415.60001746
183298.6447949,219141.30163033
188618.54705069,271738.88484954
233489.887688226,270161.142846748
151619.48658066,269748.43891201
162198.34976178,268841.06612444
243482.9695832,267407.00241702
186421.7514063,261225.37336521
252118.55968195,260195.01664966
257767.368272379,238552.330998232
238148.38026883,233895.19087371
218445.23912465,218554.98063604
233808.404327234,216860.917973937
135837.899614276,216705.168037224
147188.71162242,215054.18572887
128398.4087829,274495.05404265
153571.06206112,270606.52825458
214359.697481214,269327.303298534
226599.72591497,265639.779059
198678.05630537,265074.26353453
236438.49068239,264313.73240046
138306.0626211,258977.66246315
159734.2530985,255841.6756042
245282.05437499,247128.14872318
240229.2909485,242161.5905206
232385.6083429,240286.09045448
214370.55792976,239747.9865402
123550.71639079,224682.62764626
135474.01541814,273609.02813618
140910.43580325,271618.2701885
169617.55099484,270678.15474981
233689.31346928,269766.66420102
194036.65493554,269605.90963577
241918.03557304,268091.45470808
223826.04378911,264529.82379656
224295.93622328,264311.40872469
179339.25964319,263710.05328199
246251.25875864,258273.79117483
231809.82770288,256853.19120021
132475.58448646,256352.55820718
245555.08327665,254261.60435736
254854,245855
240313.64909593,244592.99683031
210389.54635809,241650.94355787
173514.89978412,222949.89032566
245274.1704463,218427.40388573
135296.88349627,215173.56324784
240143.471473307,268504.21292446
189344.78837103,263177.0405583
250128.42147185,260678.17362915
111833.61637144,257839.27522189
192555.56638092,223643.98573238
149844.83858862,222421.79709926
139851.98552683,273564.01230442
162653.17012193,271586.38640773
194409.23189969,265562.42574557
133223.77393415,263272.85662529
122145.83586821,262240.64654401
182416.88612647,262055.0148009
231717.45931871,261256.1597393
235195.55463771,252301.18608918
208524.75547463,228056.02011469
154346.21571586,221753.50571506
228474.85377019,262984.84083881
232979.59258867,257091.97285417
238437.86813103,255723.3982044
128598.93265269,246219.6894304
126669.01656864,237776.41952289
169976.29049248,235617.24539152
266907.88825069,231447.57875511
120810.22837364,227336.04698178
152768.15926661,222582.87021321
179156.97037885,218118.3019347
151400.38311488,215891.09237138
236769.42923291,268655.42114674
148838.14243484,267686.3926989
217167.00144104,266425.9618153
196808.20322424,264435.09735173
233402.953,261112.476
238070.05372608,255109.44692137
120400.81156666,250782.99329217
245560.7250006,249511.68970862
241622.02645583,245197.19943301
241128.49355752,240485.81925586
237352.454858481,235388.375201216
217670.2700889,234052.33683997
119370.69456909,216898.13231189
126214.19781969,270884.99799278
199809.03729893,267610.11594461
183270.11910134,266438.63429968
151924.18555173,266262.82430002
203830.23764654,265768.39224273
127938.61306338,261165.82000084
258065.75141265,260945.98912118
245174.0814701,257828.33725393
239260.79790133,257664.5912973
132748.37868218,256138.02183475
242902.71018206,255623.793845479
235128.84514345,251935.50994176
155238.9582798,249908.01751417
216817.326066172,247866.350886666
161342.93887536,239394.26790816
271361.77439598,236558.69383211
226652.76043195,235763.00545772
215624.26802358,235094.50611819
258203.026357973,233251.931292083
122828.41052095,231041.09396679
137199.263181811,228086.849138884
126009.62220683,227810.2540995
155118.58116533,221499.33352732
182141.81004711,219676.76770171
145212.34628603,272323.49577048
162588.72289995,271782.19798979
211005.56303435,271125.07555372
165654.24678277,271095.25250127
244064.80378908,266244.23332109
177388.928452494,264747.019007883
238999.93979522,263557.36279662
244986.28853759,259752.43587752
238655.78131089,259171.47322505
262772.17619639,259063.79365118
113355.49217641,258920.30437072
277729.97315694,257056.19563203
231809.82770288,256853.19120021
133300.69872176,256257.0495785
121089.03999679,254354.61831203
160037.05841704,249699.29016714
278099.67154815,243182.87861971
258155.48379169,238253.68165488
260857.49437211,237562.11328317
196232.84676683001,233585.81119591
178257.17115166,232980.77854207
194025.23892171,231520.34582573
220920.85415364,228641.71862306
160040.58744294,223892.14560049
186900.41458048,222677.88724484
125709.90821077,214334.95102029
205042.6975835,267572.76450822
225507.39682436,261094.14845085
154695.64165143,221384.68492891
147686.86443285,272139.44034109
151006.92372314,270700.40093031
159547.91847437,268401.4396825
236316.1353899,264303.80255996
236145.3256232,264233.53128263
230132.36939968,262616.20223163
230125.33649644,262313.42034037
228681.58002873,261486.57689675
270360.85210994,259814.98406363
234559.97836749,259643.77942079
224802.43157676,256263.19911927
238070.05372608,255109.44692137
209264.01790259,254172.69551296
320712.2571292,253698.65448112
253899.28663642,240764.95651453
262559.3919471,238570.95346803
230171.06873054,237385.64961904
266379.55073366,228549.69655789
124217.72754457,218530.98076077
181926.47174647,218141.77113518
232127.67830235,259364.95095752
235380.30030309001,259354.46237846
231809.82770288,256853.19120021
226044.82066742,246081.81314749
120356.38485709,216427.50619001
120354.26960156,216406.7105669
209452.75545988,271567.28402233
238199.72750145,268184.20613846
253727.52635849,259904.21000515
249947.82218026,246234.05517931
125096.21731798,223437.96369146
155582.01120003,221553.15357875
123034.58872556,218564.09965506
164412.98364486,271648.53849199
146567.76015777,267783.13226466
239520.03151582,266085.4788753
246826.95094199,261603.46173891
238962.4947018,259556.95931617
223324.8864065,251119.78587934
216929.18470634,250344.96639283
170243.7172549,244134.129993
208183.60734231,241000.79683699
234329.06779586,237447.92421261
268202.11541021,237400.15818256
256644.78460747,226741.81238244
124033.33147867,218531.15414285
231384.30051569,214161.25679893
211944.89451179,270950.79021717
239155.69040326,268392.70455176
156086.57172351,267461.07420687
240026.18434048,266242.02613397
123084.40766432,264396.81930565
240583.68912564,263950.8918351
234117.43961428,263444.16720873
232657.235482628,261726.353964847
258163.59483797,260057.70988539
161613.35676127,259160.95062644
236128.21350339,257978.6932664
238572.01590614,255396.98277251
216197.84034481,245320.05537012
262562.56914274,244638.1206771
209455.76702671,237374.88347887
266114.44989184,234308.82441729
230316.43638903,232217.2554596
135936.25851105,229593.09961283
131061.38126726,223127.29391688
157764.25597921,219711.4429196
214033.66633849,270403.33217729
195786.269880784,268649.764451235
242858.239685864,267483.309878013
186451.14457814,267179.03437635
197925.42561074,266584.51881624
245772.14273982,262922.00243793
130443.36845258,262361.97880791
228947.63616216,257942.59571749
275748.85753489,256363.624801
215330.87568931,255219.24594235
238070.05372608,255109.44692137
255043.22606837,252502.39147229
128923.48322375,242600.75255773
266868.49954034,236354.84515061
217859.79973847,232462.77032246
126848.55138869,232299.27104718
187101.45632148,232250.76941149
259192.79077626,219447.98868078
129083.20004166,274920.84695313
211924.5385648,270861.09852281
214288.38909865,270585.14880011
179157.21396963,269766.35533861
236804.90515782,268232.86008202
146005.5738789,267670.20805596
233034.51366533,262519.90488632
241347.77211002,258097.41889045
233318.37561979,257817.56725382
229506.79666485,257509.2423614
231809.82770288,256853.19120021
224701.34376658,255123.00899174
155013.99426529,254908.1122083
235145.62988409,251789.58804171
266278.04168245,240409.24766953
170444.36824001,224470.97716012
147696.28749318,224351.81704068
145978.00789146,223621.70280797
179550.92181984,218999.06290015
178937.92174515,218218.65533733
128196.12474008,270744.75912852
198002.66014921,267239.53104156
173137.35671693,266202.78227958
236919.60845707,264896.71325636
226365.23664138,263808.54448738
242820.0561317,263222.04435151
224896.27429292,261007.88400414
243149.72607896,258662.22757706
250192.34816077,254608.37543999
280634.01002425,254217.09305197
135965.17271961,254027.57686157
258547.67020897,238861.30053099
270949.38295903,236071.46425624
264203.02017999,235176.02017999
230967.29521988,234032.87635077
194461.43791987,230602.09010645
194271.06985716,226328.66736746
